Topic,Count,Representation,Representative_Docs
37,22,"['erweiterung', 'verbesserungen', 'neue', 'ideen', 'ansätze', 'zusammenhang', 'konsequentes', 'zögerliche', 'klimarelevanten', 'drängenden', 'marktintegration', 'nachbesserungen']","['Die angesprochenen Punkte bzw. vorgeschlagenen Maßnahmen werden weder dem Spektrum der Herausforderungen gerecht, die im Zusammenhang mit dem Klimaschutz zu bewältigen sind, noch kommen neue erfolgversprechende Aspekte zur Sprache.', 'Acht Monate nach Vorlage des Berichts der Kommission „Wachstum, Strukturwandel und Beschäftigung“ – das ist einen Monat mehr, als die Kommission selber brauchte, um ein Ergebnis zu erarbeiten – haben wir zwar kein Gesetz, das eigentlich notwendig wäre, aber zumindest ein Ergebnis des sogenannten Klimakabinetts.', 'Was aber fehlt, sind neue Ideen, neue Ansätze, Verbesserungen und Erweiterungen für den Klimaschutz in unserem Land.']"
38,22,"['nordrhein', 'signal', 'berlin', 'ehrgeizigen', 'demokratie', 'gesellschaftlichen', 'klimaanpassungspolitik', 'hinaustragen', 'gesichtspunkt', 'export', 'fliehkräfte', 'einsetzt']","['Aber – das ist doch der entscheidende Punkt, und das beantwortet auch Ihre Frage – wenn wir uns hier in Deutschland, hier in Nordrhein-Westfalen auf einen Kompromiss einigen, damit wir die gesellschaftlichen Fliehkräfte im Zaum halten können und nicht die Populisten insbesondere von rechts immer mehr Raum gewinnen, und wir dann in die Welt hinaustragen, dass wir Klimaschutz und Wirtschaft vereinen können, dann haben wir eine Chance, dieses Klimaziel zu erreichen.', 'Begeisterung auslösen bedeutet nämlich auch – da danke ich dem Wirtschaftsminister –, von Entfesselung zu sprechen, davon, dass die Wirtschaft Spaß daran hat, in Nordrhein-Westfalen zu bleiben, sich an den Klimaaktivitäten zu begeistern, weil sie die Notwendigkeit sieht, aber auch Spaß daran hat, sich an diesem Fortschritt zu beteiligen, technische Innovationen zu leisten – all das haben die Vorredner von CDU und FDP gesagt, da haben Sie auch nicht zugehört – und nicht mehr die Frage zu stellen, ob es den Klimawandel gibt, sondern zu sagen, es gibt den Klimawandel, also nicht zu fragen, ob es notwendig ist, in diesem Bereich etwas zu tun – dazu komme ich gleich –, sondern, wie man es machen kann.', 'An der Stelle ist meine zentrale Frage, ob ein Klimabürgerrat in Nordrhein-Westfalen diese großen Herausforderungen wirklich mitgestalten kann oder ob wir nicht schon heute stärker auf Innovationen und auf den Export von innovativen Konzepten aus Nordrhein-Westfalen setzen müssen, um die ehrgeizigen Klimaschutzziele weltweit zu erreichen.']"
39,22,"['menschengemachten', 'klimawandel', 'mitverantwortlich', 'angeblich', 'effekt', 'einfluss', 'wissenschaft', 'natürlichen', 'unterlegen', 'nazi', 'aufgeheizte', 'angeheizt']","['Erstens gibt es einen von Menschen gemachten Klimawandel, und zweitens soll der Mensch sogenannte Klimagase reduzieren.', 'Das hat eben damit zu tun, dass es den menschengemachten Klimawandel gibt.', 'Es gibt diesen menschengemachten Klimawandel, den Einfluss des Menschen.']"
40,21,"['deutschland', 'co2', 'eingespartes', 'günstiger', 'zertifikate', 'euweiten', 'zertifikatehandel', 'länder', 'deutsche', 'einsparungen', 'reduziert', 'einsparung']","['Alles, was wir in Deutschland an CO2 sparen, können dann Länder wie Polen oder Frankreich mehr in die Luft pusten.', 'Zudem gibt es einen EUweiten Zertifikatehandel, sodass in Deutschland eingespartes CO2 einfach in Polen zusätzlich in die Luft geblasen werden kann.', 'Zudem gibt es einen EUweiten Zertifikatehandel, sodass in Deutschland eingespartes CO2 einfach in Polen zusätzlich in die Luft gepustet werden kann.']"
41,21,"['wald', 'wälder', 'landesbetrieb', 'wiederaufforstung', 'klimastabile', 'lebensraum', 'nachhaltig', 'regionalem', 'wasserfilter', 'nachwachsend', 'landesfläche', 'klimaverträglichen']","['Der Wald speichert CO2 , hält die Luft sauber und schützt das Grundwasser.', 'Wer übernimmt zu welchen Konditionen Rat und Anleitung, um genau diese Aufgaben, die jetzt der Landesbetrieb übernimmt, zu erfüllen, nämlich einen klimaverträglichen, artenreichen und gut strukturierten Wald in Nordrhein-Westfalen zu erhalten?', 'Der Wald sorgt für Sauerstoff, speichert Wasser, gleicht Temperaturen aus, ist Lebensraum für Insekten, Pilze, Vögel und Wild, schützt vor Erosion, ist Erholungsraum und speichert CO2 .']"
42,20,"['klimaaktivisten', 'parteien', 'anfrage', 'beiden', 'politiker', 'fremde', 'kandidatin', 'hindeutet', 'klimaumweltpolitik', 'absurd', 'nahezustehen', 'kohlegegner']","['Aber, Herr Pinkwart und die Kollegen von FDP und CDU, Ihren Anspruch, den Sie hier heute formuliert haben, nun die allergrößten Vorreiter beim Klimaschutz in NRW zu sein – beim besten Willen, Herr Pinkwart, die Fakten sprechen dagegen –, können Sie nicht erfüllen, allen Bekenntnissen und allem Selbstlob, das Sie sich heute wieder selbst ausgesprochen haben, zum Trotz.', 'Mindestens genauso absurd wie diese Vorstellung, dass die beiden Herren sich für Herrn Laschet interessieren oder möglicherweise auch nur wissen, dass es ihn gibt, ist aber die Vorstellung, dass diese beiden Herren oder irgendein anderer Staatschef auf der Welt eine ähnliche, ans Geisteskranke grenzende Klimaumweltpolitik verfolgen würde, wie das unsere Regierung tut.', 'Sie, meine Damen und Herren von der CDU, FDP, SPD und den Grüninnen ließen die selbsternannten Klimaaktivisten schier endlos gewähren.']"
43,20,"['verkehrswende', 'elternbeitrages', 'auseinanderzusetzen', 'zusammenfassen', 'jahrhundertaufgabe', 'glaubwürdig', 'kompliziert', 'erkennbar', 'erlebbare', 'signifikant', 'placeboanträge', 'träumen']","['Der große Wurf für eine Verkehrswende ist damit aber noch nicht verbunden.', 'Der große Wurf für eine Verkehrswende ist damit aber noch nicht verbunden.', 'Am Ende schließen Sie mit wolkigen Vorgaben ab, ohne jedoch eine einzige Idee dafür zu liefern, wie das Land die Mobilität unter Einbeziehung neuer Technologien im Sinne einer ökologischen Verkehrswende hinbekommt.']"
44,20,"['landesregierung', 'verfehlen', 'scheint', 'bundesregierung', 'demokratie', 'enttäuschung', 'aufgegeben', 'bürgermeisterinnen', 'bundesforschungsministerin', 'kommissionsberichts', 'versagt', 'desaster']","['Das Vorgehen der Landesregierung wird jedoch in der Region kritisiert, und zwar von Bürgermeisterinnen und Bürgermeistern bis hin zur Zivilgesellschaft, und zwar weil es zu wenig zielgerichtet auf die konkreten Herausforderungen, beispielsweise den Klimaschutz, aber auch auf das Ziel der Schaffung von Arbeitsplätzen ist.', 'Statt die Verkehrswende entschieden voranzutreiben – allen Inszenierungen mit Fahrradhelm und Liegerad zum Trotz –, muss man sagen, dass die Landesregierung es versäumt hat, im Bereich des Klimaschutzes zentrale Akzente zu setzen.', 'Acht Monate nach Vorlage des Kommissionsberichts kann man dieses Paket nur als Dokument des Politikversagens bezeichnen, denn es ist zulasten der nachfolgenden Generation, und wir werden damit die Klimaschutzziele krachend verfehlen.']"
45,20,"['schülerinnen', 'gegner', 'stahlarbeitern', 'unterricht', 'menschen', 'klimaschutzbewegung', 'demonstrationen', 'tausende', 'jungen', 'protestieren', 'gewaltbereite', 'proteste']","['Nicht umsonst stehen jeden Freitag Tausende Schülerinnen und Schüler für den Klimaschutz auf der Straße und fordern uns auf, endlich etwas zu unternehmen und den Ankündigungen Taten folgen zu lassen.', 'Auch die Schülerinnen und Schüler der Klimaschutzbewegung sind eben nicht die Gegner von Stahlarbeitern oder Karosseriebauern.', 'Bereits am 20. Februar dieses Jahres debattierten wir hier in einer Aktuellen Stunde im Plenum über die Freitagsdemonstrationen, die unter dem Motto „Fridays For Future“ jeden Freitag zahlreiche Schülerinnen und Schüler vom Unterricht weg auf die Straße treiben, damit sie dort ihren Klima-Krawall ausleben können.']"
46,20,"['klimaanpassung', 'klimamodell', 'temperaturanstieg', 'klimaanpassungskonzepte', 'einsetzen', 'resümiert', 'umweltprogramm', 'anpassungsstrategien', 'aussagenlogik', 'finanzströme', 'bundesumweltamtes', 'konstruktive']","['Das Klimamodell FITNAH wird aufgestellt, um die Aussagen über den Temperaturanstieg zu treffen, und stützt sich dabei auf ein Klimamodell, das den Temperaturanstieg voraussagt – einfachste Aussagenlogik.', 'Eine Klimaanpassung ist ein wesentlicher Bestandteil beim Kampf gegen den Klimawandel.', 'Eine Klimaanpassung ist ein wesentlicher Bestandteil beim Kampf gegen den Klimawandel.']"
47,20,"['investitionen', 'kommunale', 'schulen', 'hochschulen', 'ausnahme', 'radwege', 'gemeinden', 'kommunalen', 'infrastruktur', 'städten', 'altschulden', 'zukunftsinvestitionsprogramm']","['Das können sie aber nur, wenn sie von Altschulden befreit werden und es ihnen möglich ist, Investitionen langfristig zu tätigen, denn ÖPNV, Radwege und kommunale Gebäude sind ganz klare Ausweise einer modernen Infrastruktur und ermöglichen auch Teilhabe im Bereich der Klimaanpassung und des Klimaschutzes.', 'Es ist eine Ausnahme, für den Klimaschutz entsprechende Investitionen zu tätigen.', 'Es ist eine Ausnahme, für den Klimaschutz entsprechende Investitionen zu tätigen.']"
48,18,"['notwendigkeit', 'klimaschutzmaßnahmen', 'antrag', 'klimapolitik', 'fordert', 'weltrettungspolitik', 'gleichgesetzt', 'anerkennt', 'anbelangt', 'widerspricht', 'vorgeschobenes', 'irritierend']","['Ich muss sagen, es ist schon ein bisschen irritierend, wie es die AfD schafft, einerseits den menschengemachten Klimawandel zu leugnen, aber trotzdem auf das Thema aufspringt und versucht, es für sich zu instrumentalisieren.', 'Und weil die AfD keine Ideen oder Antworten zum Klimawandel hat, fällt sie landauf, landab allein durch merkwürdige Statements von Ehrenamtlern und Funktionären zu diesem Thema auf.', 'Einerseits verkennt die AfD die Notwendigkeit von Klimaschutz, fordert die Abschaffung aller CO2-Ziele und lässt wissenschaftliche Erkenntnisse in Bezug auf den Klimawandel einfach außer Acht.']"
49,18,"['versorgungssicherheit', 'bezahlbarkeit', 'bezahlbare', 'energiesystem', 'bezahlbar', 'energie', 'anlagestrategie', 'projektschäden', 'konfliktfreie', 'stabilität', 'absicherung', 'energiemix']","['Es geht um Versorgungssicherheit, Klimaschutz und bezahlbare Energie.', 'Es geht um Versorgungssicherheit, um Klimaschutz und um bezahlbare Energie.', 'Das ist Bezahlbarkeit, das ist Versorgungssicherheit, und das ist Klimaschutz.']"
50,17,"['bundesverfassungsgerichts', 'beschluss', 'klimaschutzgesetz', 'april', 'landtagsfraktion', 'landesregierung', 'rotgrünen', 'klimaschutzplan', 'grün', 'klagerechte', 'gesetzgebers', 'rodungsstopp']","['Mit dem Beschluss des Bundesverfassungsgerichts zum Klimaschutzgesetz des Bundes haben die Richterinnen und Richter dem Gesetzgeber aufgetragen, die Regelungen zur Treibhausgasminderung so zu treffen, dass sie die Freiheit der jungen Generationen nicht weiter einschränken.', 'Es gab im April dieses Jahres den Beschluss des Bundesverfassungsgerichts, wonach klar sein musste, dass die Bundesregierung ihre Klimaschutzziele anpasst.', 'Dazu gehört der gerichtlich verfügte Rodungsstopp des Hambacher Waldes vor drei Jahren oder auch der Beschluss des Bundesverfassungsgerichts im April dieses Jahres, nachdem die Bundesregierung dann eilends die Klimaschutzziele notdürftig nachgebessert hat.']"
51,17,"['wälder', 'ökosystem', 'übersehen', 'auswirkt', 'anerkennung', 'wertverlust', 'forstwirtschaft', 'waldsterben', 'nichtnaturverjüngung', 'waldlandschaften', 'waldbränden', 'waldbesitzern']","['Aber dadurch, dass die auf Generationen angelegten Waldlandschaften sich innerhalb von ein bis zwei Jahren so dramatisch verändern, sind im Wald die Auswirkungen des Klimawandels sichtbarer als sonst wo in unserem Land.', 'Vielleicht liegt es daran, dass Sie so Ihre Probleme mit der Anerkennung des Klimawandels und damit haben, dass er sich in den letzten Jahren dramatisch verändert hat und wir darauf eben auch im Wald reagieren müssen.', 'Klar ist auch die Tatsache, die viele nicht wahrhaben wollten, dass wir nämlich einen Wandel des Klimas haben, auf den sich der Wald einstellen muss und bei dem wir als Politik dem Wald sowie den Waldbesitzerinnen und Waldbesitzern helfen müssen, um das zu schaffen.']"
52,17,"['klimabürgerrat', 'klimadiplomatie', 'radikalisierung', 'wohlstandsverwahrloste', 'klimakolonialismus', 'gendersternchen', 'machten', 'geäußert', 'klimanetzwerke', 'klimaschutz', 'bundesverband', 'prioritäre']","['Nennen wir die eine Denkschule einmal „Denkschule der Radikalisierung des Klimaschutzes“.', 'Auch der Ministerpräsident hat sich vor einiger Zeit schon öffentlich zur besonderen Bedeutung von Klimadiplomatie geäußert, zum anderen werden in den entwicklungspolitischen Schwerpunkten beispielsweise der Umwelt- und Klimaschutz als prioritäre Handlungsfelder genannt.', 'So ist dieser Antrag zur sogenannten Klimadiplomatie bezeichnenderweise auch eingereicht worden, als sich alle anderen Parteien hier Gedanken zum Kurzarbeitergeld, zu Soforthilfen für Unternehmen und anderen dringliche Probleme machten, aber die kennt der üblicherweise wohlstandsverwahrloste']"
53,16,"['regelung', 'autos', 'steuer', 'co2', 'mehrwertsteuersenkung', 'kostengünstigsten', 'treibhausgaseinsparung', 'treibhausgasminderungsquote', 'sektorengrenzen', 'einzelmaßnahmen', 'aufkommensneutralität', 'pauschalität']","['Immer mehr parallel laufende, nicht aufeinander abgestimmte und sich teilweise sogar widersprechende Einzelmaßnahmen führen jedoch gerade nicht zu einem aktuell nennenswerten Fortschritt bei der CO2 Reduktion.', 'Dazu passt nicht, dass auf Bundesebene bereits jetzt Debatten darüber geführt werden, ob der CO2 Ausstoß und die Regelung der Europäischen Union bei den Autos anzurechnen sind.', 'Dazu passt allerdings nicht so ganz die morgige Aktuelle Stunde, bei der die Fraktion der SPD auf eine isolierte schnelle Regelung der CO2-Bepreisung drängen wird, deren angestrebte Aufkommensneutralität im Übrigen auch noch nicht hinreichend dargelegt ist.']"
54,16,"['verantwortung', 'arbeiten', 'alternativ', 'klimaschädigung', 'bestimmender', 'disziplinarmaßnahmen', 'handicap', 'hausaufgaben', 'lebensstil', 'ordnungsrecht', 'politikerinnen', 'regierungsverantwortung']","['So wie sie über viele Jahre und Jahrzehnte hinweg die Verantwortung für die sichere Energieversorgung unseres Landes hatten, haben sie jetzt eine besondere Verantwortung und sind bereit, diese wahrzunehmen – auch mit dem Willen zur Transformation – hin zu einem besonderen Klimaschutz, der von unserem Land ausgeht.', 'Wir tragen eben nicht nur die Verantwortung für Umwelt und Klima – ja, das auch –, wir tragen aber auch und vor allem die Verantwortung für die Menschen, die bei uns im Rheinischen Revier leben und arbeiten, und ihren gesamten Familien.', 'Neben der Verantwortung für den Klimaschutz haben wir aber auch Verantwortung für die Menschen.']"
55,15,"['umweltbundesamt', 'wissenschaftler', 'aussagen', 'glauben', 'leugnen', '1882', 'statistischen', 'meteorologischen', 'fragezeichen', 'leugnende', 'klimatologische', 'klimatologen']","['Befürchtet man also, dass das eigene naturwissenschaftliche Projekt keine Förderung erfahren wird, hängt man „in Zeiten der Klimakrise“ oder „unter Genderaspekten“ an den Titel der ursprünglichen Forschungshypothese an und hofft darauf, noch in dieses oder jenes Förderpaket hineinrutschen zu können.', 'Wenn Sie schon den Klimatologen nicht glauben, glauben Sie vielleicht dem Umweltbundesamt, laut dem es bisher eben nicht möglich ist – Zitat –, „statistisch gesicherte klimatologische Aussagen über Änderungen von Starkniederschlagsereignissen zu treffen.“', 'Ginger Spice und der 1882 verstorbene Naturwissenschaftler Darwin sollen die 1999 verfasste und den Klimawandel leugnende Oregon-Petition unterschrieben haben, die die AfD hier als Kronzeuge für ihre Klimaleugnertheorie anführt.']"
56,15,"['sozialdemokraten', 'sozialdemokratinnen', 'soziale', 'klimapolitik', 'akzeptanz', 'sozialen', 'normen', 'christlichen', 'aktivistin', 'südorganisation', 'sozialverträglichkeit', 'sklavenarbeit']","['Klimapolitik ist für uns Sozialdemokratinnen und Sozialdemokraten eine Politik für viele.', 'Wir müssen in der Umwelt- und Klimapolitik immer die soziale Frage – das ist für Sozialdemokraten klar – im Blick behalten.', 'Die Aktivistin der ‚Christlichen Initiative Romero‘, einer Nord-SüdOrganisation aus Münster, hatte jahrelang dafür gekämpft, dass das Land bei der Vergabe von öffentlichen Aufträgen ‚eine Vorbildfunktion erfüllt‘ – und etwa internationale Normen für nachhaltige Entwicklung, Klimaschutz oder zum Verbot von Kinder- und Sklavenarbeit einhält.']"
57,15,"['landwirtschaft', 'landwirte', 'verbraucher', 'einkommensverbesserung', 'anzubauen', 'ernährt', 'informieren', 'tierische', 'hungernde', 'ökoideologische', 'landwirtschaftliche', 'landwirtschaftssystem']","['So behaupten Sie, die regionale Landwirtschaft könne einen positiven Beitrag zur Erreichung der sogenannten Klimaziele und zur Nachhaltigkeitsstrategie 2020 leisten.', 'Es werden sogar Äcker genutzt, um dort Mais anzubauen, der später nicht als Nahrungsmittel für hungernde Kinder genutzt wird, sondern zur sogenannten Rettung des Klimas an der Tankstelle beigemischt wird.', 'Die kurzen Wege leisten nicht nur einen großen Beitrag zum Klimaschutz und dem bewussten Konsum von Lebensmitteln, sondern auch einen Beitrag zur Einkommensverbesserung der Landwirte.']"
58,15,"['diesel', 'weniger', 'benziner', 'dieselmotoren', 'geringer', 'stickoxid', 'lkw', 'benzin', 'gummi', 'kraftstoff', 'großgüterbinnenschiff', 'emissionsärmeren']","['Das geht vor allem mit Treibstoffen, die weniger CO2 freisetzen, als Benzin und Diesel das heute tun.', 'Das Fraunhofer Institut ISI hat kürzlich veröffentlicht, dass Biomethan schon heute die beste Treibhausgasbilanz aller Antriebssysteme aufweist – und das zu Preisen, die geringer sind als beim Diesel.', 'Sowohl im Vergleich mit Benzin als auch mit Diesel ergeben sich deutliche Einsparpotenziale hinsichtlich der Emission von CO2 , Feinstaub und Stickoxid.']"
59,15,"['pflanzen', 'lebensgrundlage', 'pflanzenwachstum', 'wachsen', 'co2', 'stoffwechsel', 'optimum', 'lebenselixier', 'ppm', 'nahrungsmittelgewinn', 'experimente', 'minimum']","['Sie ignorieren völlig, dass CO2 eine Lebensgrundlage für Pflanzen und Bäume darstellt.', 'Der optimale CO2-Anteil bei den sogenannten C3-Pflanzen – dazu zählen Getreide, Kartoffeln und alle Baumarten – liegt sogar bei 800 bis 1.600 ppm und damit beim Doppelten bis Vierfachen der aktuellen CO2 Konzentration, die erdgeschichtlich immer noch auf einem extremen Minimum ist.', 'CO2 ist die Lebensgrundlage aller Bäume und Pflanzen auf der Welt.']"
60,14,"['klimaschutzgesetz', 'pflicht', 'strukturhilfen', 'klimaschutzgesetzes', '2013', 'nordrhein', 'bundes', 'industrieland', 'fortschreibung', 'vorangegangen', 'verbindlich', 'zuständigkeit']","['Das bedeutet, die Strukturhilfen sollten verbindlich an Maßnahmen zum Klimaschutz durch ganz konkretes Abschalten von 3 GW bei uns im Rheinischen Revier gekoppelt und miteinander verzahnt werden.', 'Wir sollten uns als Land Nordrhein-Westfalen ebenso intensiv dafür einsetzen, wie wir uns für die entsprechenden Strukturhilfen eingesetzt haben, dass es zu einem ordentlichen Kohleausstiegsgesetz und zu einem ordentlichen Klimaschutzgesetz kommt – nach den Maßgaben, die in der Kommission miteinander verabredet worden sind.', 'In § 6 Abs. 2 des geltenden Klimaschutzgesetzes ist die Pflicht zur Fortschreibung des Klimaschutzplans festgehalten und in § 8 Abs. 1 die Pflicht zum Monitoring.']"
61,14,"['fdp', 'cdu', 'minister', 'vermutet', 'polemisieren', 'landtagswahlkampf', 'angepassten', 'regierungstragenden', 'schimpfen', 'ausmalen', 'empfunden', 'wahlkampfhilfe']","['CDU und FDP übernehmen Verantwortung für das Klima und für die Zukunft unserer Kinder.', 'So dürfte auch der Antrag von CDU und FDP zum European Green Deal vor allem von all denen empfunden werden, die sich intensiver mit Umwelt- und Klimapolitik auseinandersetzen.', 'CDU und FDP halten weiterhin an den Klimaschutzzielen fest.']"
62,14,"['gefährden', 'schadet', 'arbeitsplätze', 'energiewende', 'industriefeindliches', 'fahrverboten', 'münsterlandes', 'planwirtschaftliche', 'gefährdung', 'industriearbeitsplätzen', 'windenergiewende', 'handwerksbetriebe']","['Damit gefährden Sie die Energiewende in NRW.', 'Aber durch die Politik der letzten Jahrzehnte drohen ein Verlust weiterer Branchen, Energiepreise auf Rekordniveau, bürokratische Hürden für den Mittelstand, was ich als Abgeordneter des Münsterlandes sehr beklage, und ein generell industriefeindliches Klima, dazu in weiten Teilen planwirtschaftliche Eingriffe in den Markt bei der Energiepolitik und beim Autobau.', 'Sie gefährden die Energiewende, Sie gefährden die Sicherung von Industriearbeitsplätzen, und Sie gefährden auch kommunale Wertschöpfung.']"
63,14,"['gelder', 'modellkommune', 'bundesbehörde', 'angesiedelt', 'werdenden', 'ausgabereste', 'zusätzliches', 'klimaschutzmanagern', 'ressourceneinsparung', 'steuerlichen', 'entlastungen', 'problembauten']","['Bestes Negativbeispiel ist die Modellkommune Duisburg, die Fördergelder in Höhe von 15 Millionen Euro vom Land bekommt, jedoch nicht etwa für Problembauten, sondern allein für sogenannte klimagerechte Sanierung.', 'Übrigens – das ist gerade schon angesprochen worden – kommt ja noch einmal zusätzliches frisches Geld in die kommunale Familie, indem Ausgabereste genutzt werden – hier nenne ich die Klima- und Forstpauschale –, um genau dort noch einmal ansetzen zu können.', 'Wieder einmal geht es um mehr Geld, mehr Geld für die Kommunen, damit diese sich Hunderte von sogenannten Klimaschutzmanagern leisten können.']"
64,13,"['km', 'regelgeschwindigkeit', 'tempolimit', 'fahren', 'autos', 'tonnen', 'belastung', 'co2', 'elektrofahrzeuges', 'verbranntes', 'lebensdauer', 'fahrleistung']","['Wenn man die Stromerzeugung einberechnet, kommen wir ungefähr auf 21 oder 22 Gramm CO2-Belastung versus 33 Gramm CO2-Belastung bei der Diesellok.', 'Bei einem Tempolimit von 130 km/h für Pkws haben wir ein CO2-Einsparpotenzial von bis zu 2 Millionen Tonnen, bei einem Tempolimit von 120 km/h wären es sogar 3 Millionen Tonnen.', 'Beispielsweise müsste ein Tesla bis zu 200.000 km fahren, bis er den enormen CO2 Nachteil aus seiner Produktion gegenüber dem Diesel wieder aufgeholt hätte.']"
65,12,"['china', 'chinesen', 'usa', 'russland', 'abkommen', 'kohlekraftwerkskapazitäten', 'braunkohlekraftwerk', 'photovoltaikanlage', 'milliarden', 'co2', 'erzeugten', 'ausweiten']","['China und Indien mit zusammen 35 % des menschengemachten CO2-Ausstoßes machen nicht mit.', 'Die Hauptquellen für die 5 % verbleibenden, von Menschen erzeugten CO2 Emissionen bilden China, die USA, Indien und Russland mit einem Anteil von zusammen deutlich mehr als 50 % dieser Emissionen.', 'Die größten Emittenten wie China, Indien, Russland und USA machen da nicht mit – immerhin 55 % des menschengemachten CO2 .']"
66,12,"['aufgabenstellung', 'pflichtaufgabe', 'verändern', 'kommunen', 'dringend', 'breitenförderung', 'speicherinfrastruktur', 'effektivität', 'harmonisierung', 'nachhaltigkeit', 'stadtplanung', 'erforderliche']","['Legen Sie den Kommunen keine zusätzlichen Steine in den Weg, sondern unterstützen Sie uns, den Herausforderungen des Klimawandels mit Vernunft, mit Einfallsreichtum und eben auch mit Effektivität gemeinsam mit den Vertretern vor Ort zu begegnen.', 'Hier müssen wir in der Tat überlegen – und ich rege das dringend an –, die Aufgabenstellung der Kommunen stärker in Richtung „Pflichtaufgabe Klimaschutz“ zu verändern.', 'Hier müssen wir in der Tat überlegen – und ich rege das dringend an –, die Aufgabenstellung der Kommunen stärker in Richtung „Pflichtaufgabe Klimaschutz“ zu verändern.']"
67,12,"['generation', 'generationen', 'politik', '2045', 'weltretter', 'freiheiten', 'lebenschancen', 'fairness', 'berechtigung', 'solidarischen', 'menschen', 'zukünftiger']","['Sie sprechen weiterhin davon, die jetzige Generation hätte eine Verantwortung für zukünftige Generationen und für lebenswerte klimatische Bedingungen, und zwar auf der ganzen Erde.', 'Wir müssen in unserer Generation jetzt tun, was wir können, und den Weg und die Weichen so stellen, damit Klimaschutz erfolgreich funktionieren kann und wir 2045 dann auch wirklich klimaneutral sind.', 'Wir müssen in unserer Generation jetzt tun, was wir können, und den Weg und die Weichen so stellen, damit Klimaschutz erfolgreich funktionieren kann und wir 2045 dann auch wirklich klimaneutral sind.']"
68,12,"['1990', 'treibhausgasen', '31', 'verringert', 'jahr', 'ausstoß', 'rückgang', '2017', 'kraftwerke', '2020', 'stilllegung', 'heizkraftwerk']","['Der Ausstoß von Treibhausgasen wird bei Beibehaltung der aktuellen Bundespolitik bis zum Jahr 2020 gegenüber 1990 lediglich um 30 bis 31 % zurückgehen.', '„Der zu erwartende Rückgang der Emissionen im Jahr 2020 lässt sich überwiegend mit einer Reduzierung der Kohleverstromung, u. a. in Folge der erfolgreichen Reform des europäischen Emissionshandels, der Stilllegung großer Kraftwerke wie dem Steag Kraftwerk Lünen oder dem Heizkraftwerk Elberfeld sowie einer insgesamt geringeren Auslastung der Kraftwerke, vor allem durch einen durch die Lockdown-Maßnahmen bedingten Rückgang des Bruttostromverbrauchs, erklären“.', 'Der Ausstoß von Treibhausgasen hat sich allerdings – das geben wir zu, das ist auch so – von 1990 bis 2018 nur um 31 % verringert.']"
69,12,"['treibhausgasneutralität', 'wenigsten', 'konsum', 'klimaschonend', 'klimafreundlichen', 'bedürfnissen', 'lärmschutz', 'haushaltsführung', 'klimabewusst', 'umweltberufen', 'ressourcenschonend', 'angebote']","['Transformation hin zu Treibhausgasneutralität wird es geben, aber sie darf nicht überproportional diejenigen belasten, die im Verhältnis weniger haben.', 'Die Transformation hin zur Treibhausgasneutralität darf nicht diejenigen überproportional belasten, die im Verhältnis am wenigsten haben.', 'Die Transformation zu einer Treibhausgasneutralität darf nicht diejenigen überproportional belasten, die im Verhältnis am wenigsten haben.']"
70,12,"['verharmlosen', 'usamerikanische', 'fataler', 'weltsicht', 'jahrhundert', 'weltfremd', 'präsident', 'abzuschaffen', 'zurückziehen', 'unfug', 'trump', 'dennoch']","['Wenn man natürlich eine solche Weltsicht in sich trägt, dass Klimaschutz völlig überflüssig, weltfremd und auch nicht notwendig ist, dann kommt man natürlich auch zu Ihren entsprechenden Forderungen.', 'Wenn Sie wirklich glauben, dass die Klimaschutzziele sinnvoll sind – und das glauben Sie ja angeblich, und Sie denken auch, all das sei menschengemacht –, müssten Sie eigentlich den Unfug der EnEV weitertreiben.', '„Umso fataler ist es, dass sich der USamerikanische Präsident Trump … großspurig aus dem Pariser Klimaschutzabkommen zurückziehen will, …“ Liebe GrünInnen, mit Ihrem Freund-Feind-Schema haben Sie sich längst aus einer sachlichen Diskussion verabschiedet.']"
71,12,"['nachrangig', 'zeit', 'umweltschutz', 'wikipedia', 'bahnanlagen', 'voussem', 'meerestechnik', 'vegetation', 'geschädigter', 'sturmfreie', 'dasteht', 'reuter']","['Wir als SPD-Fraktion vergleichen dieses Klimaschutzgesetz mit einem Kissen, auf dem sich die Landesregierung den Rest der Wahlperiode – so viel Zeit ist ja gar nicht mehr – ausruhen möchte.', 'In Ihrem Antrag „Sturmfreie Schiene“ stellen Sie dann die positive Causa einer Senkung von CO2 Emissionen mit einem konsequenten Rückschnitt von geschädigter und kranker Vegetation an Bahnanlagen in Zusammenhang.', 'Sie rücken die Themen Schiffbau, Hafenwirtschaft, Seeschifffahrt, Meerestechnik, aber auch den Klima- und Umweltschutz in das öffentliche Interesse, wie Sie in Ihrem Antrag aus Wikipedia richtig zitiert haben, liebe Kollegen der SPD.']"
